restaurant_name,rating,average_price,average _delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,,City
Kathi Junction,4,200,21,0,0,0,0,0,0,,Lucknow
Kathi Junction,4.1,200,30,0,0,0,0,0,0,,Lucknow
Kathi Junction,4.2,100,32,0,0,0,0,0,0,,Lucknow
Kathi Junction,4.3,150,33,0,1,0,0,0,0,,Lucknow
Kathi Junction,4.3,400,36,0,0,1,0,0,0,,Lucknow
Kathi Junction,4.4,150,40,0,1,0,1,0,0,,Lucknow
Kathi Kingz,4.3,100,33,0,1,0,0,1,0,,Lucknow
Kathi Nation,3.5,50,37,0,0,1,0,0,0,,Lucknow
Kathi Nation,3.6,150,44,0,1,0,1,1,0,,Lucknow
Kathi Nation,3.6,200,29,0,1,1,0,1,0,,Lucknow
Kathi Nation,3.6,200,35,0,1,0,0,1,0,,Lucknow
Kathi Nation,4,100,47,1,1,0,0,1,0,,Lucknow
Kathi Roll Corner,3.7,200,33,0,0,1,0,0,0,,Lucknow
Kathi Roll Corner,4.1,300,23,0,1,0,0,0,0,,Lucknow
Kathi Roll Express,3.4,100,38,0,0,0,0,0,0,,Lucknow
Kathi Roll Junction,4,100,27,0,0,0,0,0,0,,Lucknow
Kathi Roll Wala,3.5,200,29,0,0,0,0,0,0,,Lucknow
Kathi Rolls And Snacks,4.1,400,35,0,0,1,0,0,0,,Lucknow
Kathi Rollwalaz,3.9,150,33,0,0,0,0,0,0,,Lucknow
Kathiawadi Ghughra,4.3,150,24,0,0,0,1,0,0,,Lucknow
Kathir Tastee Biriyani Centre,4,400,46,1,0,0,0,1,0,,Lucknow
Kathiyawadi Chatako,3.1,350,29,0,1,0,0,0,0,,Lucknow
Kathiyawadi Swaad,3.5,100,35,0,0,0,0,0,0,,Lucknow
Kathleen,4.3,100,31,0,0,1,0,0,1,,Lucknow
Kathleen Confectioners,4.3,100,28,0,0,1,0,0,1,,Lucknow
Kathmandu Chinese Food,4,200,26,0,0,1,0,0,0,,Lucknow
Kathmandu Momos,4.4,300,50,0,0,0,0,0,0,,Lucknow
Kati Roll Walla,3.6,200,32,0,0,0,0,0,0,,Lucknow
Katiyar Non-Veg,3.3,300,34,0,0,0,0,0,0,,Lucknow
Katiyar's Restaurant,3.4,150,39,0,1,0,0,0,0,,Lucknow
Kaushal Sweets,4.2,100,22,0,0,1,0,0,1,,Lucknow
Kaushal's Food Court,4.2,100,29,1,0,0,0,0,0,,Lucknow
Kaushar Bakery,4,100,22,0,0,0,0,0,1,,Lucknow
Kava Grill And Lounge - Fairfield By Marriott,4.2,200,33,1,1,0,0,0,0,,Lucknow
Kavelu,4.1,300,45,0,1,0,0,1,0,,Lucknow
Kaveri - Lalpur,4,100,38,1,1,1,1,1,0,,Lucknow
Kaveri Family Resturant,3.9,100,35,0,0,0,0,0,0,,Lucknow
Kaveri Kitchen,3.7,200,32,0,1,0,0,1,0,,Lucknow
Kaveri Mess,3.6,200,20,1,0,0,0,1,0,,Lucknow
Kaveri Mess,3.7,200,49,1,0,0,0,1,0,,Lucknow
Kaveri Restaurant,3.9,50,35,0,1,0,0,1,0,,Lucknow
Kaveri Snacks,4,150,27,1,1,0,0,0,0,,Lucknow
Kaveri Sweets,3.4,100,19,0,0,0,1,0,0,,Lucknow
Kaveri Sweets,3.4,150,23,0,1,0,1,0,0,,Lucknow
Kaveri's,4,200,47,1,1,1,1,0,0,,Lucknow
Kaveri's,4.1,100,36,1,1,1,0,0,0,,Lucknow
Kavi Homely Foods & Snacks,3.2,200,46,0,1,0,0,1,0,,Lucknow
Kaviya Madhi Unavagam,4.3,300,22,1,0,0,0,0,0,,Lucknow
Kavya Momos,3.9,100,27,0,0,0,0,0,0,,Lucknow
Kawa Cafe,4.1,100,30,0,0,1,0,0,0,,Lucknow
Kawabeen's,3.7,50,29,0,0,0,0,1,0,,Lucknow
Kay Cee,4,300,30,0,1,1,0,1,0,,Lucknow
Kayani Bakery,4.6,300,38,0,0,0,0,0,1,,Lucknow
Kays Jonty Fast Food,3.6,150,37,0,0,1,1,0,0,,Lucknow
Kays Lovely,4.1,200,32,0,1,1,1,0,1,,Lucknow
Kays Lovely Sweets,4.1,200,15,0,0,0,1,0,1,,Lucknow
Kazim's Kebab,3.7,100,32,0,0,0,0,0,0,,Lucknow
KB Chaat Wala,4.3,550,25,0,0,0,1,0,0,,Lucknow
Kbob's,3.6,250,37,0,1,0,0,1,0,,Lucknow
KBR Crispy Chicken,3.9,100,33,0,0,1,0,0,0,,Lucknow
KBR Roll & Rolls,4.1,250,21,0,0,0,0,0,0,,Lucknow
KBR Roll And Roll,4.2,100,34,0,0,1,0,0,0,,Lucknow
KBR-Roll And Rolls,3.9,50,32,0,0,1,0,0,0,,Lucknow
KB's Foods,4,200,26,0,0,1,1,0,0,,Lucknow
KBS Kofi Bar & Veg Restaurant,3.7,100,38,1,0,0,1,0,0,,Lucknow
KC Bakers,4.4,200,34,0,0,0,0,0,1,,Lucknow
KC Das,4.2,100,44,0,1,0,1,0,0,,Lucknow
KC Das,4.3,150,21,0,0,0,1,0,0,,Lucknow
KC Restaurant,4,350,48,0,1,0,0,0,0,,Lucknow
KC Restaurant,4,350,49,0,1,0,0,0,0,,Lucknow
KC Soup Bar,4,200,25,0,0,0,0,0,0,,Lucknow
KCB 8,3.3,150,36,0,1,0,0,0,0,,Lucknow
KCFC Ice & Spice,4.2,250,37,0,0,1,0,0,0,,Lucknow
Ke Kou & Hao Chi,3.7,200,30,0,0,1,0,0,0,,Lucknow
Kebab Dukkan,3.4,150,26,0,0,0,0,0,0,,Lucknow
Kebab Factory,4,200,37,0,1,0,0,1,0,,Lucknow
Kebab Junction,3.9,200,31,0,1,0,0,0,0,,Lucknow
Kebab King,4,200,39,0,1,0,0,0,0,,Lucknow
Kebab Knights,4.1,350,52,0,1,0,0,0,0,,Lucknow
Kebab Kompany,3.9,250,35,0,1,0,0,0,0,,Lucknow
Kebab Kulcha Kurries,4.5,150,40,0,1,1,0,0,0,,Lucknow
Kebab Se Curry Tak By Nicks Kitchen,3.4,150,49,0,1,0,0,1,0,,Lucknow
Kebab Story,4.3,300,41,0,1,0,0,0,0,,Lucknow
Kebab Xpress,4,50,30,0,0,0,0,0,0,,Lucknow
Kebabchi,3.8,100,39,0,0,0,0,0,0,,Lucknow
Kebabchi,4,150,22,0,1,0,0,0,0,,Lucknow
Kebabchi,4.1,100,25,0,1,0,0,0,0,,Lucknow
Kebabi,4,50,50,0,1,0,0,1,0,,Lucknow
Kebabii,3.6,100,31,0,1,0,0,0,0,,Lucknow
Kebabilal's,3.9,150,43,0,1,0,0,1,0,,Lucknow
Kebabilal's Family Restaurant,4,250,44,0,1,1,0,1,0,,Lucknow
Kebabistaan,3.7,100,59,0,1,0,0,1,0,,Lucknow
Kebabs & Biryanis,4,100,24,0,1,0,0,1,0,,Lucknow
Kebabs & Curries,4.4,100,45,0,1,0,0,1,0,,Lucknow
Kebabs & Curries Company,4.1,200,31,0,1,0,0,1,0,,Lucknow
Kebabs & Curries Company,4.2,200,25,0,1,0,0,1,0,,Lucknow
Kebabs & Curry,3.8,100,19,0,1,0,0,0,0,,Lucknow
Kebabs & Kurries,3.3,250,19,0,0,0,0,1,0,,Lucknow
Kebabs & Parathas,4,250,46,0,1,0,0,1,0,,Lucknow
Kebabs & Rotis,4.2,150,37,1,1,0,0,1,0,,Lucknow
Kechup Fast Food,4.3,200,31,0,0,1,0,0,0,,Lucknow
Kediyoor Confectionery,3.7,300,23,0,0,1,1,0,1,,Lucknow
Kediyoor Confectionery,4.1,100,21,0,0,1,0,0,1,,Lucknow
Kediyoor's Pizza,4,100,21,0,0,1,0,0,0,,Lucknow
Kediyoor's Pizza,4.2,200,36,0,0,0,0,0,0,,Lucknow
Kef Cafe,3.7,150,41,0,0,1,1,0,0,,Lucknow
Keifer,3.4,250,25,0,0,1,0,0,0,,Lucknow
Keiko Ultra Lounge,3.2,250,60,0,0,0,0,0,0,,Lucknow
Kek Bakers,4.2,100,40,0,0,0,0,0,1,,Lucknow
Kekiz,4.2,50,19,0,0,0,0,0,1,,Lucknow
Kekiz Cake Shop,3.6,100,39,0,0,1,0,0,1,,Lucknow
Kekiz The Cake Shop,3.6,150,63,0,0,0,0,0,1,,Lucknow
Kekiz The Cake Shop,4.1,150,32,0,0,0,0,0,1,,Lucknow
Kekiz The Cake Shop,4.2,100,23,0,0,0,0,0,1,,Lucknow
Kekiz The Cake Shop,4.2,200,21,0,0,0,0,0,1,,Lucknow
Keklo,3.3,200,31,0,0,0,0,0,1,,Lucknow
Keku,3.9,300,29,0,0,0,0,0,1,,Lucknow
Keku 3,3.8,150,34,0,0,0,0,0,1,,Lucknow
Keku Da Dhaba,3.7,100,50,0,1,0,0,0,0,,Lucknow
Kela Patta,4.1,100,38,1,0,0,0,0,0,,Lucknow
Kelvin Scale Natural Ice Cream & Waffles,4.1,350,14,0,0,0,0,0,0,,Lucknow
Kenny's Kitchen,3.9,200,41,0,0,1,0,0,0,,Lucknow
Keno,3.2,100,32,0,0,1,0,0,0,,Lucknow
Kent's Fast Food,4.4,150,40,0,0,1,0,0,0,,Lucknow
Kerala Bhavan Family Restaurant,3.7,200,38,1,0,1,0,0,0,,Lucknow
Kerala Biryani Hut,4.1,150,37,1,0,0,0,1,0,,Lucknow
Kerala Cafe,3.7,200,42,0,1,0,0,0,0,,Lucknow
Kerala Cafe,4,250,45,0,0,0,0,1,0,,Lucknow
Kerala Cafe,4.3,150,33,1,0,0,0,0,0,,Lucknow
Kerala Coastal Restaurant,4.1,150,32,1,1,0,0,1,0,,Lucknow
Kerala Food Corner,3.9,100,37,0,0,0,0,0,0,,Lucknow
Kerala Hotel And Fast Food,4.1,150,29,1,1,0,0,0,0,,Lucknow
Kerala House,3.9,50,30,0,1,0,0,1,0,,Lucknow
Kerala House Family Restaurant,4,300,34,1,0,0,0,1,0,,Lucknow
Kerala Kitchen,3.9,100,28,0,0,0,0,1,0,,Lucknow
Kerala Kitchen,3.9,100,47,1,0,0,0,1,0,,Lucknow
Kerala Mess,3.5,150,57,0,1,0,0,1,0,,Lucknow
Kerala Mess,4.1,150,35,1,0,0,0,1,0,,Lucknow
Kerala Palace,4.2,250,42,1,0,0,0,1,0,,Lucknow
Kerala Restaurant,3.7,100,49,0,1,1,0,0,0,,Lucknow
Keramathu Aduppankarai,4,100,24,1,0,0,0,0,0,,Lucknow
Keri Beri,3.8,150,43,0,1,0,0,1,0,,Lucknow
Kesar,4.1,150,37,1,1,1,1,0,0,,Lucknow
Kesar Da Dhaba,3.2,100,35,0,1,0,0,0,0,,Lucknow
Kesar Da Dhaba,4,100,33,0,1,0,0,0,0,,Lucknow
Kesar Dhaba Restaurant,4.2,250,38,0,1,1,0,0,0,,Lucknow
Kesar Pizza & Dosa Corner,4.3,100,46,1,0,1,0,0,0,,Lucknow
Kesar Punjabi Dhaba,4,100,28,0,1,0,0,0,0,,Lucknow
Kesar Shree Restaurant,4,250,34,0,1,0,1,0,0,,Lucknow
Kesar Sweets,4.3,200,16,0,0,0,0,0,0,,Lucknow
Kesar Sweets,4.4,100,23,0,0,1,1,0,0,,Lucknow
Kesar The Restaurant,4,200,26,0,1,0,0,0,0,,Lucknow
Kesariya Thaal,4.1,200,46,0,1,0,0,0,0,,Lucknow
Kesarwani Chat And South Indian Corner,4,100,27,1,0,0,1,0,0,,Lucknow
Kesarwani Chat Bhandar And Fast Food,3.9,150,16,1,0,0,1,0,0,,Lucknow
Kesarwani Dosa,4.1,150,31,1,0,0,0,0,0,,Lucknow
Kesarwani Dosa Corner,4.2,100,24,1,0,0,0,0,0,,Lucknow
Kesas,3.9,200,43,0,0,0,0,0,0,,Lucknow
Kesav Da Dhaba,4.1,200,21,0,1,0,0,0,0,,Lucknow
Keshar Shree Bhojnalay,3.5,150,33,0,1,0,0,0,0,,Lucknow
Keshari Chat Corner,4.1,50,50,0,0,0,1,0,0,,Lucknow
Keshari Fast Food,3.4,150,48,0,0,1,1,0,0,,Lucknow
Keshari Garnish,3.7,300,38,0,1,0,0,1,0,,Lucknow
Kesharwani Samosa Center,4.4,100,30,0,0,0,1,0,0,,Lucknow
Keshav Cake and Bakery,4.1,200,18,0,0,0,0,0,0,,Lucknow
Keshav Reddy Sweets,4.1,150,63,0,0,1,1,0,1,,Lucknow
Kessel Tee,3.2,150,44,0,0,1,1,0,0,,Lucknow
Ketana,4.4,100,53,0,0,0,0,0,0,,Ludhiana
Ketley,4.1,150,33,0,1,1,1,0,0,,Ludhiana
Keto Nation,3.6,150,37,0,0,0,0,0,0,,Ludhiana
Kettle Garam,3.9,150,25,0,0,1,1,0,0,,Ludhiana
Kettle Garam,4.3,250,22,0,0,1,1,0,0,,Ludhiana
Kettle Kalls,4,350,27,0,1,0,0,0,0,,Ludhiana
Kettle The Cafe,3.8,50,46,0,1,1,1,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,3.6,100,42,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,3.7,50,32,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,3.7,200,22,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,3.7,200,23,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,3.9,150,18,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,3.9,150,32,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4,150,34,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4,150,41,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4,300,31,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.1,50,34,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.2,100,37,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.2,150,25,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.2,150,29,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.2,150,36,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.2,150,37,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.2,200,28,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.2,250,26,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.2,250,36,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.2,350,30,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.3,50,33,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.3,100,35,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.3,100,36,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.3,150,20,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.3,200,22,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.3,200,41,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.3,250,23,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.3,250,43,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.3,250,44,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.4,100,25,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.4,100,32,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.4,150,24,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.4,200,15,0,0,0,0,0,0,,Ludhiana
Keventers - Milkshakes & Desserts,4.7,100,16,0,0,0,0,0,0,,Ludhiana
Keventers Ice Cream,3.7,100,28,0,0,0,0,0,0,,Ludhiana
Keventers Ice Cream,3.7,200,17,0,0,0,0,0,0,,Ludhiana
Keventers Ice Cream,4,150,44,0,0,0,0,0,0,,Ludhiana
Keventers Ice Cream,4.1,150,34,0,0,0,0,0,0,,Ludhiana
Keventers Ice Cream,4.2,100,23,0,0,0,0,0,0,,Ludhiana
Keventers Ice Cream,4.2,100,26,0,0,0,0,0,0,,Ludhiana
Keventers Ice Cream,4.2,150,32,0,0,0,0,0,0,,Ludhiana
Keventers Ice Cream,4.3,150,38,0,0,0,0,0,0,,Ludhiana
Keventers Ice Cream,4.4,300,25,0,0,0,0,0,0,,Ludhiana
Kev's Cafe,4,200,32,0,0,1,0,0,0,,Ludhiana
Keyansh Sigdi Dosa,4.3,100,32,1,0,0,1,0,0,,Ludhiana
Keyars Food,4,300,31,0,1,0,0,1,0,,Ludhiana
Keyar's Food Multi Cuisine,3.9,300,28,0,1,0,0,1,0,,Ludhiana
KFC,3.7,100,21,0,0,1,0,1,0,,Ludhiana
KFC,3.7,100,38,0,0,1,0,1,0,,Ludhiana
KFC,3.7,150,24,0,0,1,0,1,0,,Ludhiana
KFC,3.7,150,25,0,0,1,0,1,0,,Ludhiana
KFC,3.7,150,40,0,0,1,0,1,0,,Ludhiana
KFC,3.7,250,29,0,0,1,0,1,0,,Ludhiana
KFC,3.8,100,22,0,0,1,0,1,0,,Ludhiana
KFC,3.8,150,27,0,0,1,0,0,0,,Ludhiana
KFC,3.8,200,24,0,0,1,0,0,0,,Ludhiana
KFC,3.9,150,11,0,0,1,0,1,0,,Ludhiana
KFC,3.9,200,20,0,0,1,0,1,0,,Ludhiana
KFC,4,50,30,0,0,1,0,1,0,,Ludhiana
KFC,4,100,19,0,0,1,0,1,0,,Ludhiana
KFC,4,100,24,0,0,1,0,1,0,,Ludhiana
KFC,4,150,24,0,0,1,0,1,0,,Ludhiana
KFC,4,150,26,0,0,1,0,1,0,,Ludhiana
KFC,4,150,26,0,0,1,0,1,0,,Ludhiana
KFC,4,150,32,0,0,1,0,1,0,,Ludhiana
KFC,4,200,15,0,0,1,0,1,0,,Ludhiana
KFC,4,200,18,0,0,1,0,1,0,,Ludhiana
KFC,4,200,24,0,0,1,0,1,0,,Ludhiana
KFC,4,200,27,0,0,1,0,1,0,,Ludhiana
KFC,4,200,32,0,0,1,0,1,0,,Ludhiana
KFC,4,200,41,0,0,1,0,1,0,,Ludhiana
KFC,4,200,47,0,0,1,0,1,0,,Ludhiana
KFC,4,250,20,0,0,1,0,1,0,,Ludhiana
KFC,4.1,50,25,0,0,1,0,1,0,,Ludhiana
KFC,4.1,100,15,0,0,1,0,1,0,,Ludhiana
KFC,4.1,150,11,0,0,1,0,1,0,,Ludhiana
KFC,4.1,150,14,0,0,1,0,1,0,,Ludhiana
KFC,4.1,150,21,0,0,1,0,1,0,,Ludhiana
KFC,4.1,150,26,0,0,1,0,1,0,,Ludhiana
KFC,4.1,150,26,0,0,1,0,1,0,,Ludhiana
KFC,4.1,150,28,0,0,1,0,1,0,,Ludhiana
KFC,4.1,200,13,0,0,1,0,0,0,,Ludhiana
KFC,4.1,200,17,0,0,1,0,0,0,,Ludhiana
KFC,4.1,200,21,0,0,1,0,1,0,,Ludhiana
KFC,4.1,200,26,0,0,1,0,1,0,,Ludhiana
KFC,4.1,200,29,0,0,1,0,1,0,,Ludhiana
KFC,4.2,100,22,0,0,1,0,0,0,,Ludhiana
KFC,4.2,100,35,0,0,1,0,1,0,,Ludhiana
KFC,4.2,200,11,0,0,1,0,1,0,,Ludhiana
KFC,4.2,200,19,0,0,1,0,1,0,,Ludhiana
KFC,4.2,200,19,0,0,1,0,1,0,,Ludhiana
KFC,4.2,200,39,0,0,1,0,1,0,,Ludhiana
KFC,4.3,100,23,0,0,1,0,1,0,,Ludhiana
KFC,4.3,150,14,0,0,1,0,1,0,,Ludhiana
KFC,4.3,150,26,0,0,1,0,1,0,,Ludhiana
KFC,4.3,150,27,0,0,1,0,1,0,,Ludhiana
KFC,4.3,150,28,0,0,1,0,1,0,,Ludhiana
KFC,4.3,150,30,0,0,1,0,1,0,,Ludhiana
KFC,4.3,200,13,0,0,1,0,1,0,,Ludhiana
KFC 24/7,3.2,150,43,0,0,1,0,0,0,,Ludhiana
KFK Bar-B-Que Fish-N-Chips,4,100,16,0,1,0,0,0,0,,Ludhiana
KGF - King Of Good Food,3.7,300,33,0,1,0,0,0,0,,Ludhiana
KGF Food Truck,4,200,34,1,0,0,0,0,0,,Ludhiana
KGF Pizza Point,3.2,100,53,0,1,0,0,0,0,,Ludhiana
KGF Restro,3.7,200,47,0,0,1,0,0,0,,Ludhiana
Kgn Biriyani And Non Veg Restaurant,4.3,100,14,0,0,0,0,1,0,,Ludhiana
KGN Chicken Biryani,3.4,250,21,0,0,0,0,1,0,,Ludhiana
KGN Chicken Corner & Biryani Center,3.4,150,37,0,1,0,0,1,0,,Ludhiana
KGN Chinese Center,3.8,100,39,0,1,0,0,0,0,,Ludhiana
KGS Meals & Deals,4,200,28,1,1,0,0,0,0,,Ludhiana
Kha Lo,3.9,150,24,1,0,1,1,0,0,,Ludhiana
Khaana Ghar ka,3.3,100,34,0,1,0,0,0,0,,Ludhiana
Khaana Khazana,3.9,150,43,0,1,1,0,0,0,,Ludhiana
Khaana Khazana,4.4,200,28,0,1,1,1,1,0,,Ludhiana
Khaanpaan,3.8,100,35,0,1,0,0,0,0,,Ludhiana
Khaas Bagh,4.2,150,32,0,1,0,0,0,0,,Ludhiana
Khadadi,4.3,150,25,0,0,0,0,0,0,,Ludhiana
Khadak Singh Da Dhaba,4,250,38,0,1,0,0,1,0,,Ludhiana
Khadak Singh Da Dhaba,4.1,100,30,0,1,0,0,1,0,,Ludhiana
Khadak Singh Da Dhaba,4.2,100,45,0,1,0,0,1,0,,Ludhiana
Khadak Singh Da Dhaba,4.2,200,48,0,1,0,0,1,0,,Ludhiana
Khaddo Roshik,4,100,42,0,1,1,0,1,0,,Ludhiana
Khairnar Jilebiwale,4.6,350,30,0,0,0,0,0,0,,Ludhiana
Khalilya Hotel,4.7,300,18,0,1,0,0,1,0,,Ludhiana
Khallad Musli,4.4,50,31,0,1,0,0,1,0,,Ludhiana
Khalo Pilo,3.6,200,30,0,0,0,0,0,0,,Ludhiana
Khalsa Amritsari Kulche Wala,4.2,50,36,0,1,0,0,0,0,,Ludhiana
Khalsa Confectionery,4.3,100,40,0,0,1,0,0,0,,Ludhiana
Khalsa Dhaba,4.3,100,28,0,1,0,0,0,0,,Ludhiana
Khalsa G Kitchen,3.1,50,31,0,1,0,0,0,0,,Ludhiana
Khalsa Hotel,4.1,200,22,1,1,1,0,1,0,,Ludhiana
Khalsa Hotel,4.2,100,32,1,1,0,0,0,0,,Ludhiana
Khalsa Ice Cream,3.6,150,19,0,0,0,0,0,0,,Ludhiana
Khalsa Ji Paratha Wala,3.5,250,27,0,1,0,0,0,0,,Ludhiana
Khalsa Kitchen,3.4,250,32,0,0,1,0,0,0,,Ludhiana
Khalsa Kitchen,4,150,34,0,1,0,0,0,0,,Ludhiana
Khalsa Kulcha Land,4.1,100,20,0,1,0,0,0,0,,Ludhiana
Khalsa Misthan Bhandar,3.7,200,28,0,0,0,1,0,0,,Ludhiana
Khalsa Pure Veg,3.7,100,29,0,1,0,0,0,0,,Ludhiana
Khalsa Restaurant,4,400,43,0,1,1,0,0,0,,Ludhiana
Khalsa Tikki And Fast Food,3.4,200,39,0,0,1,0,0,0,,Ludhiana
Khalsa Veg Hub,3.6,250,36,0,1,1,0,0,0,,Ludhiana
Khamaz Biryani,4.1,250,18,0,1,0,0,1,0,,Ludhiana
Khamma Gani Sa,3.9,300,32,0,1,0,0,0,0,,Ludhiana
Khamma Ghani Restaurant,4.1,100,24,0,1,0,0,0,0,,Ludhiana
Khan Baba,3,100,24,0,1,0,0,0,0,,Ludhiana
Khan Biryani Restaurant,3.7,150,25,0,1,0,0,1,0,,Ludhiana
Khan Chacha,4.2,150,28,0,1,0,0,1,0,,Ludhiana
Khan Chacha,4.2,200,41,0,1,0,0,1,0,,Ludhiana
Khan Darbar Biryani,3.3,250,33,0,1,0,0,1,0,,Ludhiana
Khan E Khas Restaurant & Catering Service,4.1,150,39,0,1,0,0,0,0,,Ludhiana
Khan Fried Palace,4.3,150,38,0,0,1,0,0,0,,Ludhiana
Khan Rajma Chawal & Biryani Point,4.2,200,18,0,1,0,0,1,0,,Ludhiana
Khan Sahab,4.3,100,34,0,1,0,0,1,0,,Ludhiana
Khan Sahab Xpress,4,150,23,0,1,0,0,0,0,,Ludhiana
Khan Saheb Grills And Rolls,4.3,150,38,0,1,0,0,1,0,,Ludhiana
Khan Saheb The Great,3.7,100,29,0,1,0,0,0,0,,Ludhiana
Khan Shama Dhaba,3.5,50,24,0,1,0,0,1,0,,Ludhiana
Khan Shama Dhaba,3.9,350,25,0,1,0,0,1,0,,Ludhiana
Khan Zaika,3.4,300,25,0,1,1,0,1,0,,Ludhiana
Khana Adda,3.8,150,38,0,0,1,0,0,0,,Ludhiana
Khana Badosh,3.7,100,24,0,1,0,0,1,0,,Ludhiana
Khana Drama,3.9,200,26,0,1,1,0,1,0,,Ludhiana
Khana Khajana,3.4,350,42,0,1,1,1,0,0,,Ludhiana
Khana Khajana,3.7,150,31,0,1,1,0,1,0,,Ludhiana
Khana Khajana,3.8,200,42,0,1,0,0,0,0,,Ludhiana
Khana Khajana,4.2,100,29,1,1,1,0,0,0,,Ludhiana
Khana Khajana,4.2,250,33,0,1,0,1,0,0,,Ludhiana
Khana Khazaana,3.4,200,33,0,1,0,0,1,0,,Ludhiana
Khana Khazana,2.8,300,47,0,1,0,1,0,0,,Ludhiana
Khana Khazana,3.5,150,34,0,0,1,0,0,0,,Ludhiana
Khana Khazana,3.6,100,21,0,1,0,0,0,0,,Ludhiana
Khana Khazana,3.6,100,21,0,1,0,0,1,0,,Ludhiana
Khana Khazana,3.6,200,33,0,1,0,0,0,0,,Ludhiana
Khana Khazana,3.6,200,33,0,1,0,0,0,0,,Ludhiana
Khana Khazana,3.7,100,46,0,0,0,0,0,0,,Ludhiana
Khana Khazana,3.8,150,48,0,1,0,0,0,0,,Ludhiana
Khana Khazana,3.9,150,44,0,1,0,0,0,0,,Ludhiana
Khana Khazana,3.9,200,37,0,1,1,0,1,0,,Ludhiana
Khana Khazana,3.9,200,56,1,1,0,0,0,0,,Ludhiana
Khana Khazana,4,100,41,0,1,1,0,0,0,,Ludhiana
Khana Khazana,4,200,20,0,1,0,0,0,0,,Ludhiana
Khana Khazana,4,200,30,0,1,1,0,0,0,,Ludhiana
Khana Khazana,4.1,50,44,0,1,0,0,0,0,,Ludhiana
Khana Khazana,4.1,100,48,0,1,1,0,0,0,,Ludhiana
Khana Khazana,4.1,150,34,0,0,0,0,1,0,,Ludhiana
Khana Khazana,4.2,100,26,0,1,0,0,0,0,,Ludhiana
Khana Khazana Family Resturant,4,250,34,0,1,0,1,0,0,,Ludhiana
Khana Khazana Junction,4,200,30,0,1,1,0,0,0,,Ludhiana
Khana Khazana Restaurant,3.9,250,28,0,1,0,0,0,0,,Ludhiana
Khana Khazana Restaurant & Cafe,4.2,150,28,0,1,1,0,0,0,,Ludhiana
Khanabadosh,4,300,37,0,1,0,0,0,0,,Ludhiana
Khandani Pakode Wala,3.7,200,47,0,0,1,1,0,0,,Ludhiana
Khandelwal Bakers,4,150,24,0,0,1,1,0,0,,Ludhiana
Khandelwal Dhaba,3.7,100,31,0,1,0,0,0,0,,Ludhiana
Khandelwal Dhaba,4.1,100,32,0,1,0,0,0,0,,Ludhiana
Khandelwal Dhaba & Bhojnalaya,3.4,50,29,0,1,1,0,0,0,,Ludhiana
Khandelwal Dhabewalas,4.1,100,41,0,1,0,0,1,0,,Ludhiana
Khandelwal Mishthan Bhandar,4.4,100,31,0,0,0,1,0,0,,Ludhiana
